StudiumID;StudentID;Studiumbeginn;Alter;Geschlecht;Studiengang;Leistungspunkte_zum_Abschluss;Kuendigungsdatum
31708785;31234926;07.06.2019;23;m;Bachelor Wirtschaftsinformatik berufsbegleitend;180;
31731123;31031529;07.06.2019;24;m;Bachelor Wirtschaftsinformatik berufsbegleitend;180;
31740591;31239873;07.06.2019;23;m;Bachelor Wirtschaftsinformatik berufsbegleitend;180;
31740969;31233858;07.06.2019;21;f;Bachelor Wirtschaftsinformatik berufsbegleitend;180;
31802019;30858603;07.06.2019;23;f;Bachelor Wirtschaftsinformatik berufsbegleitend;180;
31597506;31190448;07.06.2019;22;f;Soziale Arbeit;180;
31638225;31025430;07.06.2019;26;m;Soziale Arbeit;180;
31639539;31208877;07.06.2019;22;f;Soziale Arbeit;180;
31641243;31228404;07.06.2019;22;f;Soziale Arbeit;180;
31641441;31209387;07.06.2019;24;m;Soziale Arbeit;180;
31641981;31234518;07.06.2019;26;f;Soziale Arbeit;180;
31643133;31242006;07.06.2019;24;m;Soziale Arbeit;180;
31643982;31242024;07.06.2019;26;f;Soziale Arbeit;180;
31644927;31232862;07.06.2019;22;f;Soziale Arbeit;180;
31645515;30924609;07.06.2019;22;f;Soziale Arbeit;180;
31646571;31243374;07.06.2019;22;f;Soziale Arbeit;180;
31647183;31139946;07.06.2019;23;m;Soziale Arbeit;180;
31647351;31245048;07.06.2019;22;f;Soziale Arbeit;180;
31648674;31242018;07.06.2019;23;f;Soziale Arbeit;180;
31648716;31243371;07.06.2019;22;f;Soziale Arbeit;180;
31649544;31242015;07.06.2019;22;m;Soziale Arbeit;180;
31649622;31206264;07.06.2019;22;f;Soziale Arbeit;180;
31659144;30533655;07.06.2019;24;f;Soziale Arbeit;180;
31662654;30688665;07.06.2019;29;f;Soziale Arbeit;180;
31686243;31204611;07.06.2019;25;m;Soziale Arbeit;180;
31805007;31244625;07.06.2019;26;f;Soziale Arbeit;180;
31634121;28066521;07.06.2019;26;f;Fernstudium Bachelor of Engineering Bauingenieurwesen;90;
31634328;31136535;07.06.2019;28;m;Fernstudium Bachelor of Engineering Bauingenieurwesen;90;
31640457;31209807;07.06.2019;28;f;Fernstudium Bachelor of Engineering Bauingenieurwesen;90;
31527600;30129996;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31594404;31218318;07.06.2019;33;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31604067;31097463;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31610163;31220853;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31615398;31148331;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31615401;30965409;07.06.2019;21;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31619610;31076574;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31620915;30945093;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31622505;30845235;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31622664;30814875;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31622805;31221558;07.06.2019;29;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31623732;31221069;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31624017;31183830;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31624203;31035279;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31624227;31153026;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31624725;31163355;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31624758;31232652;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31625622;30618882;07.06.2019;29;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31625625;31224744;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31626006;31093599;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31626084;31071069;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31627074;31226961;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31627098;31059039;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31627128;30962259;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31627278;30918678;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628484;31229883;07.06.2019;28;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628571;30888210;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628655;31178589;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628658;31231233;07.06.2019;48;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628709;30660384;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31628712;31226244;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31630059;31226022;07.06.2019;43;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31630065;31229217;07.06.2019;29;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31630164;31220190;07.06.2019;32;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31630527;31209078;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31630914;31232526;07.06.2019;34;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31631040;31001118;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31631046;31001589;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31632618;31226988;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31632693;31097691;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633281;31234986;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633302;30800100;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633317;30973881;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633332;30962187;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633341;30799302;07.06.2019;21;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633347;30464400;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633356;31234620;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633371;31234971;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31633560;31237197;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634052;30948552;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634073;31093764;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634100;31132362;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634169;31224855;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634418;31173027;07.06.2019;37;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634466;31231896;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634565;30942852;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634568;31157259;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31634649;31233747;07.06.2019;30;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31635567;31234536;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31635594;31167693;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636125;31233984;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636209;31238061;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636266;30989130;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636269;31231287;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636437;31233132;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636536;31233618;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636593;31229289;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636629;31018185;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636653;31223436;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636791;31239108;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31636917;31224135;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31637520;31240215;07.06.2019;28;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31637706;31188369;07.06.2019;27;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31637724;31099083;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31637943;31227405;07.06.2019;29;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638078;30925398;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638105;31236750;07.06.2019;22;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638186;31235670;07.06.2019;26;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638201;31228977;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638222;31231161;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638411;30918240;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638432;31226673;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638441;31232580;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638447;31202703;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638456;31178943;07.06.2019;37;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638459;30753078;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638462;30953514;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638465;31054488;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638471;30846168;07.06.2019;46;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638474;31235658;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638480;30338511;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638495;31202631;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638537;31225596;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638540;31183467;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638582;31226628;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638588;31012059;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638654;31003449;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638669;31231095;07.06.2019;28;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638708;31232712;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638762;31234551;07.06.2019;32;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638774;31225488;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638795;31235826;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638798;31236300;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638843;31227972;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31638846;31232940;07.06.2019;28;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639185;31236258;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639197;31230543;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639275;31232733;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639308;31173912;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639329;30968979;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639473;31233084;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639476;28034565;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639482;31233054;07.06.2019;56;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639488;31233078;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639491;30774222;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639494;30299931;07.06.2019;30;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639497;31233057;07.06.2019;26;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639503;31233063;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639509;30346239;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639512;31233072;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639515;31233066;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639521;31233081;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639545;31234473;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639656;31238082;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639659;31195713;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639665;30988218;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639830;31224291;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639848;31182798;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639851;31236603;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639863;31227639;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639908;31239837;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639911;31218189;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639932;31240149;07.06.2019;29;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639938;30330801;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639962;31239822;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639971;31239810;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639977;31190553;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639980;31239708;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639986;31224315;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639995;30425616;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31639998;31241382;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640004;30986607;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640022;31224123;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640034;31227357;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640040;31225962;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640046;31173126;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640052;31008876;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640067;30951042;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640076;31241391;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640097;31236807;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640127;30995331;07.06.2019;20;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640130;31235637;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640139;31220400;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640142;31240416;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640154;31239789;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640211;31241478;07.06.2019;36;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640241;31240923;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640259;30919548;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640280;31239714;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640289;31239915;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640310;31239792;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640313;30685488;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640319;31239876;07.06.2019;36;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640325;31228395;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640355;31239828;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640370;31182453;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640379;31240467;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640406;30859638;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640412;31230531;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640529;31234128;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640634;31053207;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640637;31237626;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640655;30954255;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640976;31242177;07.06.2019;27;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31640982;31237977;07.06.2019;22;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641000;31239978;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641018;31240197;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641036;31239966;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641048;31190496;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641084;31239711;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641087;30841905;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641093;31240974;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641117;31239723;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641120;31240008;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641129;30957945;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641132;31240023;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641138;31239975;07.06.2019;26;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641141;31239705;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641144;31239495;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641147;31239720;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641159;31232244;07.06.2019;32;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641240;31242480;07.06.2019;30;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641372;30824703;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641438;31241739;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641762;31128735;07.06.2019;21;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641828;30911082;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641939;31240455;07.06.2019;28;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31641969;31240950;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642023;31203165;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642113;31158030;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642602;31235061;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642707;31232160;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642710;31242618;07.06.2019;22;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642722;31235391;07.06.2019;27;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642737;31233417;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642782;30818844;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642827;31086285;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642836;31226718;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642842;30870918;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642887;31234752;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642905;31230930;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642911;31239813;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642920;31164519;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642965;31150656;07.06.2019;29;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31642983;31241853;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643028;31241250;07.06.2019;27;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643049;31238076;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643070;31232838;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643076;30918813;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643094;31028328;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643097;30710091;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31643898;31229031;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644045;31240500;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644057;31241124;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644087;31240587;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644123;31240461;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644153;31240377;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644270;31240599;07.06.2019;30;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644294;30243543;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644348;31240473;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644447;31240593;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644456;31240569;07.06.2019;29;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644459;31240449;07.06.2019;29;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644654;30950778;07.06.2019;24;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644855;31080204;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644900;31243038;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644966;31243704;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644969;31239759;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644972;30498063;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31644984;31241253;07.06.2019;30;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645041;31146336;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645122;31240857;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645140;31239972;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645155;31239894;07.06.2019;34;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645239;31002933;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645257;30931242;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645278;31239957;07.06.2019;21;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645317;31220403;07.06.2019;21;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645392;31214580;07.06.2019;24;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645410;31120926;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645419;31233210;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645425;31240491;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645449;31240515;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645473;31227318;07.06.2019;25;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645476;31037766;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645491;31141257;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645494;31240995;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645497;30932604;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645503;31242951;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645506;31240509;07.06.2019;26;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645509;31242621;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645518;31242111;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645542;31241328;07.06.2019;28;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645560;31240248;07.06.2019;22;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645596;30825954;07.06.2019;23;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645614;31037139;07.06.2019;23;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645830;31244112;07.06.2019;27;m;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
31645848;31242468;07.06.2019;25;f;Bachelor Wirtschaftspsychologie berufsbegleitend;180;
